C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_185.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_185.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_185.jpg,0,0,0,0.4285479
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_261.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_261.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_261.jpg,0,0,0,0.3910084
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_337.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_337.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_337.jpg,0,0,0,0.3265912
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_413.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_413.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_413.jpg,0,0,0,0.272658
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_489.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_489.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_489.jpg,0,0,0,0.2195291
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_565.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_565.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_565.jpg,0,0,0,0.1667441
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_640.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_640.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_640.jpg,0,0,0,0.1274721
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_716.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_716.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_716.jpg,0,0,0,0.07551075
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_785.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_785.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_785.jpg,0,0,0,0.02396624
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_861.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_861.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_861.jpg,0,0,0,0.01546267
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_47_937.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_47_937.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_47_937.jpg,0,0,0,0.0655873
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_006.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_006.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_006.jpg,0,0.1704867,0,0.07923509
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_081.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_081.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_081.jpg,0,0.3649944,0,0.1350348
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_157.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_157.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_157.jpg,0,0.5944278,0,0.5243962
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_233.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_233.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_233.jpg,0,0.8222481,0,1.099076
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_309.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_309.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_309.jpg,0,1,0,1.717214
C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\center_2022_11_28_11_59_48_384.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\left_2022_11_28_11_59_48_384.jpg,C:\Users\User\Desktop\New folder (2)\self_driving_car\data\IMG\right_2022_11_28_11_59_48_384.jpg,0,1,0,2.444707
